route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
"100207","WEEKDAY","21820408","DOWNTOWN SEATTLE","EXPRESS",1,"3203781","20355071"
"100088","WEEKDAY","22672100","UNIVERSITY DISTRICT, FEDERAL WAY TC","LOCAL",1,"3203782","10197054"
"100071","WEEKDAY","23069908","NORTH BEACH","EXPRESS",0,"3203783","11018492"
"100229","WEEKDAY","21820448","DOWNTOWN SEATTLE","EXPRESS",1,"3203784","20005138"
"100044","WEEKDAY","23069883","DOWNTOWN SEATTLE","EXPRESS",1,"3203784","20015801"
"100101","WEEKDAY","21820339","ARBOR HEIGHTS","EXPRESS",0,"3203785","21021361"
"102572","WEEKDAY","21820712","BALLARD, QUEEN ANNE","LOCAL",0,"3203785","11029011"
"100242","WEEKDAY","21820319","DOWNTOWN SEATTLE, VIA SR-99","EXPRESS",1,"3203786","10056088"
"102574","WEEKDAY","21820815","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3203787","20040017"
"100351","WEEKDAY","21820665","HALLER LAKE, SPECIAL","EXPRESS",1,"3203788","10995021"
"102549","WEEKDAY","21820442","HALLER LAKE, SPECIAL","EXPRESS",1,"3203789","10980001"
"100469","SUNDAY","21026257","BURIEN TC, SEATTLE TACOMA INTERNATIONAL AIRPORT","LOCAL",1,"3211454","10180083"
"100469","SUNDAY","21026263","BURIEN TC, SEATTLE TACOMA INTERNATIONAL AIRPORT","LOCAL",1,"3211454","10180083"
"100469","SUNDAY","21026270","BURIEN TC, SEATTLE TACOMA INTERNATIONAL AIRPORT","LOCAL",1,"3211454","10180083"
"100469","SUNDAY","21026277","BURIEN TC, SEATTLE TACOMA INTERNATIONAL AIRPORT","LOCAL",1,"3211454","10180083"
"100469","SUNDAY","21026284","BURIEN TC, SEATTLE TACOMA INTERNATIONAL AIRPORT","LOCAL",1,"3211454","10180083"
"100469","SUNDAY","21026290","SE AUBURN, KENT STATION","LOCAL",0,"3211454","21180098"
"100469","SUNDAY","21026297","SE AUBURN, KENT STATION","LOCAL",0,"3211454","21180098"
"100469","SUNDAY","21026304","SE AUBURN, KENT STATION","LOCAL",0,"3211454","21180098"
"100469","SUNDAY","21026311","SE AUBURN, KENT STATION","LOCAL",0,"3211454","21180098"
"100469","SUNDAY","21026327","SE AUBURN, KENT STATION","LOCAL",0,"3211454","21180098"
"100469","SUNDAY","21026262","BURIEN TC, SEATTLE TACOMA INTERNATIONAL AIRPORT","LOCAL",1,"3211455","10180083"
"100469","SUNDAY","21026269","BURIEN TC, SEATTLE TACOMA INTERNATIONAL AIRPORT","LOCAL",1,"3211455","10180083"
"100469","SUNDAY","21026276","BURIEN TC, SEATTLE TACOMA INTERNATIONAL AIRPORT","LOCAL",1,"3211455","10180083"
"100469","SUNDAY","21026283","BURIEN TC, SEATTLE TACOMA INTERNATIONAL AIRPORT","LOCAL",1,"3211455","10180083"
"100469","SUNDAY","21026287","BURIEN TC, SEATTLE TACOMA INTERNATIONAL AIRPORT","LOCAL",1,"3211455","10180083"
"100469","SUNDAY","21026296","SE AUBURN, KENT STATION","LOCAL",0,"3211455","21180098"
"100469","SUNDAY","21026303","SE AUBURN, KENT STATION","LOCAL",0,"3211455","21180098"
"100469","SUNDAY","21026310","SE AUBURN, KENT STATION","LOCAL",0,"3211455","21180098"
"100469","SUNDAY","21026317","SE AUBURN, KENT STATION","LOCAL",0,"3211455","21180098"
"100045","SATURDAY","19368414","DOWNTOWN SEATTLE, SOUTHCENTER","LOCAL",1,"3211396","10150173"
"100045","SATURDAY","21024441","KENT, SOUTHCENTER","LOCAL",0,"3211396","21150175"
"100003","SATURDAY","19367906","DOWNTOWN SEATTLE, S RENTON P&R","LOCAL",1,"3211397","10101080"
"100005","SATURDAY","22940953","RENTON, RAINIER BEACH STATION","LOCAL",0,"3211397","21106093"
"100005","SATURDAY","22940955","RENTON, RAINIER BEACH STATION","LOCAL",0,"3211397","21106093"
"100045","SATURDAY","19367955","DOWNTOWN SEATTLE, SOUTHCENTER","LOCAL",1,"3211398","10150173"
"100045","SATURDAY","19367960","DOWNTOWN SEATTLE, SOUTHCENTER","LOCAL",1,"3211398","10150173"
"100045","SATURDAY","19367965","DOWNTOWN SEATTLE, SOUTHCENTER","LOCAL",1,"3211398","10150172"
"100045","SATURDAY","19367970","DOWNTOWN SEATTLE, SOUTHCENTER","LOCAL",1,"3211398","10150173"
"100045","SATURDAY","19368416","DOWNTOWN SEATTLE, SOUTHCENTER","LOCAL",1,"3211398","10150172"
"100045","SATURDAY","21024409","KENT, SOUTHCENTER","LOCAL",0,"3211398","21150175"
"100045","SATURDAY","21024428","KENT, SOUTHCENTER","LOCAL",0,"3211398","21150175"
"100045","SATURDAY","21024438","KENT, SOUTHCENTER","LOCAL",0,"3211398","21150175"
"100045","SATURDAY","21024531","KENT, SOUTHCENTER","LOCAL",0,"3211398","21150175"
"100045","SATURDAY","21024540","KENT, SOUTHCENTER","LOCAL",0,"3211398","21150175"
"100045","SATURDAY","19367978","DOWNTOWN SEATTLE, SOUTHCENTER","LOCAL",1,"3211399","10150173"
"100038","SUNDAY","18118139","GREGORY HEIGHTS, HIGHLINE HOSPITAL","LOCAL",0,"3211402","21139008"
"100489","SUNDAY","18118625","HIGHLINE CC, SEA TAC","LOCAL",0,"3211465","31156019"
"100489","SUNDAY","18118627","HIGHLINE CC, SEA TAC","LOCAL",0,"3211465","31156019"
"100489","SUNDAY","18118629","HIGHLINE CC, SEA TAC","LOCAL",0,"3211465","31156019"
"100489","SUNDAY","21771431","HIGHLINE CC, SEA TAC","LOCAL",0,"3211465","31156019"
"100489","SUNDAY","21771636","SOUTHCENTER, SEA TAC","LOCAL",1,"3211465","40156017"
"100489","SUNDAY","18118600","SOUTHCENTER, SEA TAC","LOCAL",1,"3211466","40156017"
"100489","SUNDAY","18118602","SOUTHCENTER, SEA TAC","LOCAL",1,"3211466","40156017"
"100489","SUNDAY","18118604","SOUTHCENTER, SEA TAC","LOCAL",1,"3211466","40156017"
"100489","SUNDAY","18118606","SOUTHCENTER, SEA TAC","LOCAL",1,"3211466","40156017"
"100489","SUNDAY","18118608","SOUTHCENTER, SEA TAC","LOCAL",1,"3211466","40156017"
"100489","SUNDAY","18118610","SOUTHCENTER, SEA TAC","LOCAL",1,"3211466","40156017"
"100489","SUNDAY","18118612","SOUTHCENTER, SEA TAC","LOCAL",1,"3211466","40156017"
"100489","SUNDAY","18118614","SOUTHCENTER, SEA TAC","LOCAL",1,"3211466","40156017"
"100489","SUNDAY","18118616","HIGHLINE CC, SEA TAC","LOCAL",0,"3211466","31156019"
"100489","SUNDAY","18118618","HIGHLINE CC, SEA TAC","LOCAL",0,"3211466","31156019"
"100489","SUNDAY","18118620","HIGHLINE CC, SEA TAC","LOCAL",0,"3211466","31156019"
"100489","SUNDAY","18118622","HIGHLINE CC, SEA TAC","LOCAL",0,"3211466","31156019"
"100489","SUNDAY","18118624","HIGHLINE CC, SEA TAC","LOCAL",0,"3211466","31156019"
"100489","SUNDAY","18118626","HIGHLINE CC, SEA TAC","LOCAL",0,"3211466","31156019"
"100489","SUNDAY","18118628","HIGHLINE CC, SEA TAC","LOCAL",0,"3211466","31156019"
"100489","SUNDAY","18118630","HIGHLINE CC, SEA TAC","LOCAL",0,"3211466","31156019"
"100045","SUNDAY","19371994","DOWNTOWN SEATTLE, SOUTHCENTER","LOCAL",1,"3211467","10150173"
"100045","SUNDAY","19374105","DOWNTOWN SEATTLE, SOUTHCENTER","LOCAL",1,"3211467","10150173"
"100003","SUNDAY","19374144","DOWNTOWN SEATTLE, S RENTON P&R","LOCAL",1,"3211467","10101080"
"100003","SUNDAY","19374150","DOWNTOWN SEATTLE, S RENTON P&R","LOCAL",1,"3211467","10101080"
"100005","SUNDAY","19374173","DOWNTOWN SEATTLE, RAINIER BEACH STATION","LOCAL",1,"3211467","10106089"
"100045","SUNDAY","21026020","KENT, SOUTHCENTER","LOCAL",0,"3211467","21150175"
"100045","SUNDAY","21026033","KENT, SOUTHCENTER","LOCAL",0,"3211467","21150175"
"100003","SUNDAY","21026097","RENTON TC, S RENTON P&R","LOCAL",0,"3211467","21101081"
"100003","SUNDAY","21026103","RENTON TC, S RENTON P&R","LOCAL",0,"3211467","21101081"
"100005","SUNDAY","21026167","RENTON, RAINIER BEACH STATION","LOCAL",0,"3211467","21106093"
"100005","SUNDAY","21026178","RENTON, RAINIER BEACH STATION","LOCAL",0,"3211467","21106093"
"100005","SUNDAY","22775716","DOWNTOWN SEATTLE, RAINIER BEACH STATION","LOCAL",1,"3211467","10106089"
"102576","SATURDAY","23071510","DOWNTOWN SEATTLE, ALASKA JUNCTION","LOCAL",1,"3203919","10673012"
"100072","SATURDAY","18116685","TWIN LAKES P&R, AUBURN STATION","LOCAL",1,"3211309","30181026"
"100072","SATURDAY","18116692","GREEN RIVER CC, AUBURN STATION","LOCAL",0,"3211309","41181027"
"100072","SATURDAY","18116697","GREEN RIVER CC, AUBURN STATION","LOCAL",0,"3211309","41181027"
"100072","SATURDAY","18116702","GREEN RIVER CC, AUBURN STATION","LOCAL",0,"3211309","41181027"
"100072","SATURDAY","18116707","GREEN RIVER CC, AUBURN STATION","LOCAL",0,"3211309","41181027"
"100072","SATURDAY","18116712","GREEN RIVER CC, AUBURN STATION","LOCAL",0,"3211309","41181027"
"100072","SATURDAY","18116661","TWIN LAKES P&R, AUBURN STATION","LOCAL",1,"3211310","30181026"
"100072","SATURDAY","18116666","TWIN LAKES P&R, AUBURN STATION","LOCAL",1,"3211310","30181026"
"100041","WEEKDAY","18114258","BLACK DIAMOND, RENTON","EXPRESS",0,"3211610","21143052"
"100070","WEEKDAY","23328137","TWIN LAKES P&R, FEDERAL WAY TC","LOCAL",0,"3211610","21179037"
"100051","WEEKDAY","18113139","DOWNTOWN SEATTLE, VIA I-5","LOCAL",1,"3211611","10158011"
"100045","WEEKDAY","19362791","KENT, SOUTHCENTER","LOCAL",0,"3211612","21150174"
"100045","WEEKDAY","19362827","KENT, SOUTHCENTER","LOCAL",0,"3211612","21150168"
"100045","WEEKDAY","19363186","DOWNTOWN SEATTLE, SOUTHCENTER","LOCAL",1,"3211612","10150173"
"100045","WEEKDAY","19363315","DOWNTOWN SEATTLE, SOUTHCENTER","LOCAL",1,"3211612","10150173"
"100045","WEEKDAY","19363326","DOWNTOWN SEATTLE, SOUTHCENTER","LOCAL",1,"3211612","10150173"
"100003","WEEKDAY","19363581","RENTON TC, S RENTON P&R","LOCAL",0,"3211612","21101081"
"100003","WEEKDAY","19363584","RENTON TC, S RENTON P&R","LOCAL",0,"3211612","21101081"
"100003","WEEKDAY","19363606","RENTON TC, S RENTON P&R","LOCAL",0,"3211612","21101081"
"100003","WEEKDAY","19363627","DOWNTOWN SEATTLE, S RENTON P&R","LOCAL",1,"3211612","10101080"
"100003","WEEKDAY","19363631","DOWNTOWN SEATTLE, S RENTON P&R","LOCAL",1,"3211612","10101080"
"100003","WEEKDAY","19363634","DOWNTOWN SEATTLE, S RENTON P&R","LOCAL",1,"3211612","10101080"
"100045","WEEKDAY","19364024","KENT, SOUTHCENTER","LOCAL",0,"3211612","21150175"
"100082","WEEKDAY","18113045","DOWNTOWN SEATTLE, STAR LAKE P&R","LOCAL",1,"3211613","10190015"
"100047","WEEKDAY","18113445","DOWNTOWN SEATTLE","LOCAL",1,"3211613","10152333"
"100052","WEEKDAY","23327259","TIMBERLANE, KENT STATION","LOCAL",0,"3211614","21159033"
"100041","WEEKDAY","18114250","DOWNTOWN SEATTLE, RENTON","EXPRESS",1,"3211615","10143047"
"100041","WEEKDAY","18114251","BLACK DIAMOND, RENTON","EXPRESS",0,"3211616","21143052"
"100005","WEEKDAY","22938518","DOWNTOWN SEATTLE, RAINIER BEACH STATION","LOCAL",1,"3211617","10106088"
"100005","WEEKDAY","22938570","RENTON, RAINIER BEACH STATION","LOCAL",0,"3211617","21106093"
"100003","WEEKDAY","19363645","DOWNTOWN SEATTLE, S RENTON P&R","LOCAL",1,"3211618","10101084"
"100003","WEEKDAY","19364062","RENTON TC, S RENTON P&R","LOCAL",0,"3211618","21101081"
"100069","WEEKDAY","21023153","S FEDERAL WAY, FEDERAL WAY PARK AND RIDE","LOCAL",0,"3211618","21178044"
"100045","WEEKDAY","19362773","KENT, SOUTHCENTER","LOCAL",0,"3211619","21150175"
"100045","WEEKDAY","19363182","DOWNTOWN SEATTLE, SOUTHCENTER","LOCAL",1,"3211619","10150179"
"102574","WEEKDAY","21820835","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3203314","20040014"
"102574","WEEKDAY","21820849","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3203314","20040014"
"102574","WEEKDAY","21820861","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3203314","20040015"
"102574","WEEKDAY","21820753","NORTHGATE, FREMONT","LOCAL",0,"3203315","11040011"
"102574","WEEKDAY","21820766","NORTHGATE, FREMONT","LOCAL",0,"3203315","11040011"
"102574","WEEKDAY","21820779","NORTHGATE, FREMONT","LOCAL",0,"3203315","11040011"
"102574","WEEKDAY","21820793","NORTHGATE, FREMONT","LOCAL",0,"3203315","11040012"
"102574","WEEKDAY","21820811","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3203315","20040016"
"102574","WEEKDAY","21820823","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3203315","20040014"
"102574","WEEKDAY","21820836","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3203315","20040014"
"102574","WEEKDAY","21820850","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3203315","20040014"
"102574","WEEKDAY","21820755","NORTHGATE, FREMONT","LOCAL",0,"3203316","11040011"
"102574","WEEKDAY","21820812","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3203316","20040016"
"102574","WEEKDAY","21820825","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3203316","20040015"
"102574","WEEKDAY","21820751","NORTHGATE, FREMONT","LOCAL",0,"3203317","11040013"
"102574","WEEKDAY","21820763","NORTHGATE, FREMONT","LOCAL",0,"3203317","11040011"
"102574","WEEKDAY","21820820","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3203317","20040014"
"102574","WEEKDAY","21820833","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3203317","20040014"
"102574","WEEKDAY","21820758","NORTHGATE, FREMONT","LOCAL",0,"3203318","11040011"
"102574","WEEKDAY","21820770","NORTHGATE, FREMONT","LOCAL",0,"3203318","11040011"
"102574","WEEKDAY","21820783","NORTHGATE, FREMONT","LOCAL",0,"3203318","11040011"
"102574","WEEKDAY","21820797","NORTHGATE, FREMONT","LOCAL",0,"3203318","11040012"
"102574","WEEKDAY","21820814","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3203318","20040016"
"102574","WEEKDAY","21820828","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3203318","20040014"
"102574","WEEKDAY","21820840","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3203318","20040014"
"102574","WEEKDAY","21820854","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3203318","20040014"
"102574","WEEKDAY","21820760","NORTHGATE, FREMONT","LOCAL",0,"3203319","11040011"
"102574","WEEKDAY","21820773","NORTHGATE, FREMONT","LOCAL",0,"3203319","11040011"
"102574","WEEKDAY","21820786","NORTHGATE, FREMONT","LOCAL",0,"3203319","11040011"
"102574","WEEKDAY","21820800","NORTHGATE, FREMONT","LOCAL",0,"3203319","11040012"
"102574","WEEKDAY","21820817","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3203319","20040016"
"102574","WEEKDAY","21820830","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3203319","20040014"
"102574","WEEKDAY","21820843","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3203319","20040014"
"102574","WEEKDAY","21820857","DOWNTOWN SEATTLE, BALLARD","LOCAL",1,"3203319","20040014"
"100277","WEEKDAY","21820209","EAST GREEN LAKE","LOCAL",0,"3203320","11082004"
"100277","WEEKDAY","21820210","DOWNTOWN SEATTLE","LOCAL",1,"3203320","20082005"
"100277","WEEKDAY","21820211","EAST GREEN LAKE","LOCAL",0,"3203320","11082004"
"100277","WEEKDAY","21820212","DOWNTOWN SEATTLE","LOCAL",1,"3203320","20082006"
"102574","WEEKDAY","21820754","NORTHGATE, FREMONT","LOCAL",0,"3203320","11040013"
"100014","WEEKDAY","21820354","FAUNTLEROY","EXPRESS",0,"3203713","21116020"
"100014","WEEKDAY","21820356","FAUNTLEROY","EXPRESS",0,"3203713","21116020"
"100101","WEEKDAY","21820183","DOWNTOWN SEATTLE","EXPRESS",1,"3203714","10021353"
"100238","WEEKDAY","23069914","DOWNTOWN SEATTLE, ALASKA JUNCTION","LOCAL",1,"3203714","10055297"
"102572","WEEKDAY","21820713","BALLARD, QUEEN ANNE","LOCAL",0,"3203715","11029011"
"100252","WEEKDAY","21820730","DOWNTOWN SEATTLE, SOUTH LAKE UNION","LOCAL",1,"3203715","20062022"
"100242","WEEKDAY","21820321","DOWNTOWN SEATTLE, VIA SR-99","EXPRESS",1,"3203716","10056088"
"100040","SATURDAY","18116003","BURIEN TC, SOUTHCENTER","LOCAL",1,"3211320","30140068"
"100040","SATURDAY","18116005","BURIEN TC, SOUTHCENTER","LOCAL",1,"3211320","30140068"
"100040","SATURDAY","18116007","BURIEN TC, SOUTHCENTER","LOCAL",1,"3211320","30140068"
"100040","SATURDAY","18116009","BURIEN TC, SOUTHCENTER","LOCAL",1,"3211320","30140068"
"100040","SATURDAY","18116011","BURIEN TC, SOUTHCENTER","LOCAL",1,"3211320","30140068"
"100040","SATURDAY","18116013","BURIEN TC, SOUTHCENTER","LOCAL",1,"3211320","30140068"
"100040","SATURDAY","18116015","BURIEN TC, SOUTHCENTER","LOCAL",1,"3211320","30140068"
"100040","SATURDAY","18116017","BURIEN TC, SOUTHCENTER","LOCAL",1,"3211320","30140068"
"100040","SATURDAY","18116718","RENTON TC, SOUTHCENTER","LOCAL",0,"3211320","41140072"
"100040","SATURDAY","18116719","RENTON TC, SOUTHCENTER","LOCAL",0,"3211320","41140072"
"100040","SATURDAY","18116721","RENTON TC, SOUTHCENTER","LOCAL",0,"3211320","41140072"
"100040","SATURDAY","18116723","RENTON TC, SOUTHCENTER","LOCAL",0,"3211320","41140072"
"100040","SATURDAY","18116725","RENTON TC, SOUTHCENTER","LOCAL",0,"3211320","41140072"
"100040","SATURDAY","18116727","RENTON TC, SOUTHCENTER","LOCAL",0,"3211320","41140072"
"100040","SATURDAY","18116729","BURIEN TC, SOUTHCENTER","LOCAL",1,"3211320","30140068"
"100040","SATURDAY","18117184","RENTON TC, SOUTHCENTER","LOCAL",0,"3211320","41140072"
"100040","SATURDAY","18117185","RENTON TC, SOUTHCENTER","LOCAL",0,"3211320","41140072"
"100101","WEEKDAY","21820373","DOWNTOWN SEATTLE, VIA 35TH AVE SW","LOCAL",1,"3203328","10021372"
"100101","WEEKDAY","21820382","DOWNTOWN SEATTLE, VIA 35TH AVE SW","LOCAL",1,"3203328","10021372"
"100229","WEEKDAY","21820475","DOWNTOWN SEATTLE, GREENWOOD","LOCAL",1,"3203328","20005154"
"100229","WEEKDAY","21820496","DOWNTOWN SEATTLE, GREENWOOD","LOCAL",1,"3203328","20005154"
"100229","WEEKDAY","21820497","SHORELINE, GREENWOOD","LOCAL",0,"3203328","11005153"
"100229","WEEKDAY","21820524","DOWNTOWN SEATTLE, GREENWOOD","LOCAL",1,"3203328","20005154"
"100229","WEEKDAY","21820525","SHORELINE, GREENWOOD","LOCAL",0,"3203328","11005153"
"100229","WEEKDAY","21820526","DOWNTOWN SEATTLE, GREENWOOD","LOCAL",1,"3203328","20005154"
"100229","WEEKDAY","21820575","SHORELINE, GREENWOOD","LOCAL",0,"3203328","11005153"
"100229","WEEKDAY","21820580","DOWNTOWN SEATTLE, GREENWOOD","LOCAL",1,"3203328","20005154"
"100229","WEEKDAY","21820581","SHORELINE, GREENWOOD","LOCAL",0,"3203328","11005153"
"100229","WEEKDAY","21820583","SHORELINE, GREENWOOD","LOCAL",0,"3203328","11005153"
"100101","WEEKDAY","21820924","DOWNTOWN SEATTLE, VIA 35TH AVE SW","LOCAL",1,"3203328","10021372"
"100101","WEEKDAY","21820939","WESTWOOD VILLAGE, VIA 35TH AVE SW","LOCAL",0,"3203328","21021374"
"100101","WEEKDAY","23068613","WESTWOOD VILLAGE, VIA 35TH AVE SW","LOCAL",0,"3203328","21021375"
"100101","WEEKDAY","23068649","WESTWOOD VILLAGE, VIA 35TH AVE SW","LOCAL",0,"3203328","21021375"
"100101","WEEKDAY","23068825","WESTWOOD VILLAGE, VIA 35TH AVE SW","LOCAL",0,"3203328","21021375"
"100101","WEEKDAY","23069232","WESTWOOD VILLAGE, VIA 35TH AVE SW","LOCAL",0,"3203328","21021375"
"100101","WEEKDAY","21820179","DOWNTOWN SEATTLE, VIA 35TH AVE SW","LOCAL",1,"3203329","10021372"
"100101","WEEKDAY","21820325","DOWNTOWN SEATTLE, VIA 35TH AVE SW","LOCAL",1,"3203329","10021372"
"100101","WEEKDAY","21820329","DOWNTOWN SEATTLE, VIA 35TH AVE SW","LOCAL",1,"3203329","10021372"
"100229","WEEKDAY","21820452","SHORELINE, GREENWOOD","LOCAL",0,"3203329","11005153"
"100229","WEEKDAY","21820514","DOWNTOWN SEATTLE, GREENWOOD","LOCAL",1,"3203329","20005154"
"100229","WEEKDAY","21820567","DOWNTOWN SEATTLE, GREENWOOD","LOCAL",1,"3203329","20005154"
"100229","WEEKDAY","21820568","SHORELINE, GREENWOOD","LOCAL",0,"3203329","11005153"
"100229","WEEKDAY","21820585","SHORELINE, GREENWOOD","LOCAL",0,"3203329","11005153"
"100229","WEEKDAY","21820586","DOWNTOWN SEATTLE, GREENWOOD","LOCAL",1,"3203329","20005154"
"100101","WEEKDAY","21820920","DOWNTOWN SEATTLE, VIA 35TH AVE SW","LOCAL",1,"3203329","10021372"
"100101","WEEKDAY","21820935","WESTWOOD VILLAGE, VIA 35TH AVE SW","LOCAL",0,"3203329","21021374"
"100101","WEEKDAY","21820942","WESTWOOD VILLAGE, VIA 35TH AVE SW","LOCAL",0,"3203329","21021374"
"100229","WEEKDAY","21820961","SHORELINE, GREENWOOD","LOCAL",0,"3203329","11005153"
"100101","WEEKDAY","23069235","WESTWOOD VILLAGE, VIA 35TH AVE SW","LOCAL",0,"3203329","21021375"
"100101","WEEKDAY","21820331","DOWNTOWN SEATTLE, VIA 35TH AVE SW","LOCAL",1,"3203330","10021372"
"100101","WEEKDAY","21820368","DOWNTOWN SEATTLE, VIA 35TH AVE SW","LOCAL",1,"3203330","10021372"
"100229","WEEKDAY","21820468","DOWNTOWN SEATTLE, GREENWOOD","LOCAL",1,"3203330","20005154"
"100229","WEEKDAY","21820492","DOWNTOWN SEATTLE, GREENWOOD","LOCAL",1,"3203330","20005154"
"100229","WEEKDAY","21820495","DOWNTOWN SEATTLE, GREENWOOD","LOCAL",1,"3203330","20005154"
"100229","WEEKDAY","21820516","DOWNTOWN SEATTLE, GREENWOOD","LOCAL",1,"3203330","20005154"
"100229","WEEKDAY","21820519","SHORELINE, GREENWOOD","LOCAL",0,"3203330","11005153"
"100005","WEEKDAY","22938516","DOWNTOWN SEATTLE, RAINIER BEACH STATION","LOCAL",1,"3211619","10106089"
"100003","WEEKDAY","19363605","RENTON TC, S RENTON P&R","LOCAL",0,"3211620","21101081"
"100003","WEEKDAY","19364047","DOWNTOWN SEATTLE, S RENTON P&R","LOCAL",1,"3211620","10101084"
"100011","WEEKDAY","18112842","DOWNTOWN SEATTLE, EXPRESS","LOCAL",1,"3211621","10111034"
"100133","WEEKDAY","20157463","RENTON","LOCAL",1,"3211734","20240081"
"100133","WEEKDAY","20157441","BELLEVUE TC","LOCAL",0,"3211735","11240079"
"100133","WEEKDAY","20157447","BELLEVUE TC","LOCAL",0,"3211735","11240078"
"100133","WEEKDAY","20157453","BELLEVUE TC","LOCAL",0,"3211735","11240078"
"100133","WEEKDAY","20157455","BELLEVUE TC","LOCAL",0,"3211735","11240078"
"100133","WEEKDAY","20157474","RENTON","LOCAL",1,"3211735","20240082"
"100133","WEEKDAY","20157480","RENTON","LOCAL",1,"3211735","20240080"
"100133","WEEKDAY","20157484","RENTON","LOCAL",1,"3211735","20240082"
"100133","WEEKDAY","20157487","RENTON","LOCAL",1,"3211735","20240083"
"100133","WEEKDAY","20157432","BELLEVUE TC","LOCAL",0,"3211736","11240078"
"100133","WEEKDAY","20157437","BELLEVUE TC","LOCAL",0,"3211736","11240079"
"100133","WEEKDAY","20157460","RENTON","LOCAL",1,"3211736","20240082"
"100133","WEEKDAY","20157466","RENTON","LOCAL",1,"3211736","20240083"
"100133","WEEKDAY","20157471","RENTON","LOCAL",1,"3211736","20240082"
"100133","WEEKDAY","20159258","BELLEVUE TC","LOCAL",0,"3211736","11240078"
"100133","WEEKDAY","20159262","RENTON","LOCAL",1,"3211736","20240081"
"100047","WEEKDAY","23327219","AUBURN STATION","LOCAL",0,"3211736","21152339"
"100133","WEEKDAY","20159257","BELLEVUE TC","LOCAL",0,"3211737","11240078"
"100133","WEEKDAY","20159266","RENTON","LOCAL",1,"3211737","20240080"
"100133","WEEKDAY","20157442","BELLEVUE TC","LOCAL",0,"3211738","11240078"
"100133","WEEKDAY","20157448","BELLEVUE TC","LOCAL",0,"3211738","11240078"
"100133","WEEKDAY","20157454","BELLEVUE TC","LOCAL",0,"3211738","11240078"
"100133","WEEKDAY","20157456","BELLEVUE TC","LOCAL",0,"3211738","11240078"
"100133","WEEKDAY","20157475","RENTON","LOCAL",1,"3211738","20240082"
"100133","WEEKDAY","20157481","RENTON","LOCAL",1,"3211738","20240080"
"100133","WEEKDAY","20157485","RENTON","LOCAL",1,"3211738","20240082"
"100133","WEEKDAY","20157430","BELLEVUE TC","LOCAL",0,"3211739","11240079"
"100133","WEEKDAY","20157435","BELLEVUE TC","LOCAL",0,"3211739","11240079"
"100133","WEEKDAY","20157440","BELLEVUE TC","LOCAL",0,"3211739","11240079"
"100133","WEEKDAY","20157446","BELLEVUE TC","LOCAL",0,"3211739","11240078"
"100133","WEEKDAY","20157452","BELLEVUE TC","LOCAL",0,"3211739","11240078"
"100133","WEEKDAY","20157464","RENTON","LOCAL",1,"3211739","20240081"
"100133","WEEKDAY","20157469","RENTON","LOCAL",1,"3211739","20240083"
"100133","WEEKDAY","20157473","RENTON","LOCAL",1,"3211739","20240082"
"100133","WEEKDAY","20157479","RENTON","LOCAL",1,"3211739","20240080"
"100133","WEEKDAY","20157431","BELLEVUE TC","LOCAL",0,"3211740","11240078"
"100133","WEEKDAY","20157436","BELLEVUE TC","LOCAL",0,"3211740","11240079"
"100133","WEEKDAY","20157465","RENTON","LOCAL",1,"3211740","20240083"
"100133","WEEKDAY","20157470","RENTON","LOCAL",1,"3211740","20240082"
"100133","WEEKDAY","20159264","RENTON","LOCAL",1,"3211740","20240080"
"100133","WEEKDAY","20159265","BELLEVUE TC","LOCAL",0,"3211740","11240078"
"100044","WEEKDAY","23069905","DOWNTOWN SEATTLE","EXPRESS",1,"3203716","20015801"
"100088","WEEKDAY","22672101","UNIVERSITY DISTRICT, FEDERAL WAY TC","LOCAL",1,"3203717","10197054"
"100175","WEEKDAY","22512079","AURORA VILLAGE, SHORELINE P&R","EXPRESS",0,"3203718","11301129"
"100175","WEEKDAY","22512082","DOWNTOWN SEATTLE","LOCAL",1,"3203718","20301134"
"100175","WEEKDAY","22512090","AURORA VILLAGE, SHORELINE P&R","EXPRESS",0,"3203718","11301130"
"100093","WEEKDAY","21820156","DOWNTOWN SEATTLE, ISLAND CREST WAY","LOCAL",1,"3203719","10202086"
